,Fermi_energy,C-C-C_C-sp2-C:error,C-O_sp3-strained:mean_value,O_concentration,prox_density_ether_std,ether_concentration,sp2-like_n11_m1,sp2-like_n7_m1,sp2-like_n10_m7,H-O_coordination_number,Ixx_bar_O_area
16713,-5.5272,5.53,0.1461,0.2492114,0.482901827,0.265822785,0.047,0.041,0.003,1.0,0.004876198
16714,-5.8558,5.54,0.1458,0.2666667,0.755308137,0.487179487,0.273,0.077,0.003,1.0,0.004653668
16715,-5.5109,5.02,0.1459,0.25,0.441163513,0.25,0.084,0.037,0.003,1.0,0.004603762
16716,-5.7609,3.35,0.1453,0.2857143,1.037914355,0.75,0.093,0.018,0.0,1.0,0.005077325
16717,-5.8912,3.97,0.1458,0.2666667,0.798542284,0.481012658,0.31,0.057,0.0,1.0,0.005005176
16718,-5.4634,10.61,0.1456,0.2857143,0.976111696,0.75,0.168,0.025,0.0,1.0,0.004867634
16719,-5.7059,6.43,0.146,0.2666667,0.817385291,0.481012658,0.217,0.043,0.0,1.0,0.005041938
16720,-5.7673,5.99,0.1462,0.2666667,0.603634236,0.481012658,0.313,0.077,0.0,1.0,0.005130453
16721,-5.6885,5.14,0.146,0.2666667,0.888601064,0.5,0.257,0.053,0.0,1.0,0.004725148
16722,-5.8133,5.36,0.1459,0.2666667,0.778849866,0.5,0.147,0.063,0.0,1.0,0.004616592
16723,-5.5415,4.79,0.1459,0.2468354,0.475013865,0.256410256,0.082,0.032,0.016,1.0,0.00466835
16724,-5.6862,6.63,0.1455,0.2857143,0.982641462,0.75,0.175,0.025,0.0,1.0,0.005015823
16725,-5.2599,5.25,0.1463,0.25,0.577205831,0.25,0.1,0.028,0.006,1.0,0.004580885
16726,-5.8126,5.65,0.146,0.2651007,0.68864445,0.5,0.299,0.097,0.0,1.0,0.004923032
16727,-5.6588,5.67,0.1458,0.2635135,0.698623879,0.512820513,0.199,0.051,0.0,1.0,0.00446981
16728,-5.6089,5.24,0.1461,0.2666667,0.818823011,0.487179487,0.243,0.083,0.0,1.0,0.00470512
16729,-5.8453,5.37,0.1461,0.2666667,0.698658054,0.487179487,0.267,0.087,0.0,1.0,0.004843931
16730,-5.5419,5.46,0.1464,0.25,0.492975518,0.230769231,0.05,0.037,0.016,1.0,0.004577322
16731,-5.6963,5.31,0.1469,0.25,0.513161278,0.230769231,0.041,0.025,0.003,1.0,0.004944455
16732,-5.4764,6.02,0.1459,0.2666667,0.703036538,0.493670886,0.187,0.047,0.003,1.0,0.00478385
16733,-5.6113,5.22,0.1457,0.2666667,0.713537551,0.481012658,0.23,0.05,0.01,1.0,0.005284166
16734,-5.2847,6.56,0.146,0.2635135,0.791504884,0.493506494,0.179,0.044,0.0,1.0,0.004751819
16735,-5.6074,5.91,0.1459,0.2666667,0.735792734,0.5,0.183,0.047,0.0,1.0,0.004648203
16736,-5.3168,4.94,0.1465,0.25,0.418026118,0.25,0.047,0.022,0.006,1.0,0.004797254
16737,-5.946,5.45,0.1458,0.2635135,0.708922069,0.48,0.23,0.03,0.017,1.0,0.004842419
16738,-5.4041,4.53,0.1467,0.2468354,0.406235475,0.256410256,0.038,0.019,0.0,1.0,0.004807393
16739,-5.1324,5.17,0.1465,0.25,0.453948419,0.240506329,0.081,0.022,0.0,1.0,0.004678242
16740,-5.8257,5.9,0.1458,0.261745,0.606405563,0.487179487,0.218,0.06,0.007,1.0,0.004781069
16741,-5.5437,4.71,0.1468,0.245283,0.407795491,0.230769231,0.06,0.035,0.013,1.0,0.005136505
16742,-5.6925,4.9,0.1458,0.2666667,0.648375554,0.493670886,0.203,0.043,0.0,1.0,0.004821048
16743,-5.9226,4.68,0.1457,0.2626263,0.773259827,0.493506494,0.242,0.094,0.0,1.0,0.005014068
16744,-5.4552,5.12,0.1458,0.2666667,0.781535938,0.493670886,0.157,0.053,0.0,1.0,0.004860603
16745,-5.4894,4.44,0.1464,0.25,0.572449908,0.25,0.053,0.016,0.022,1.0,0.005352339
16746,-5.9014,4.95,0.1459,0.2666667,0.80066579,0.481012658,0.123,0.07,0.0,1.0,0.004880119
16747,-5.4834,5.12,0.1463,0.2492114,0.523047229,0.256410256,0.082,0.047,0.003,1.0,0.004339544
16748,-5.3196,4.92,0.1463,0.25,0.489486917,0.230769231,0.059,0.031,0.028,1.0,0.004657542
16749,-5.4586,5.45,0.1464,0.25,0.520092434,0.240506329,0.031,0.044,0.016,1.0,0.004326749
16750,-5.6499,5.44,0.1462,0.25,0.502857455,0.25,0.087,0.034,0.0,1.0,0.004942062
16751,-5.3811,4.95,0.1459,0.25,0.500080845,0.25,0.069,0.037,0.0,1.0,0.005099147
16752,-5.3967,5.17,0.1462,0.25,0.549253244,0.240506329,0.047,0.022,0.009,1.0,0.004760342
16753,-5.4642,5.49,0.1469,0.2444444,0.434077949,0.246753247,0.089,0.041,0.013,1.0,0.00466297
16754,-5.4214,5.5,0.1461,0.25,0.538291135,0.25,0.075,0.031,0.003,1.0,0.004406329
16755,-5.8037,6.53,0.1458,0.2666667,0.774302861,0.5,0.13,0.033,0.0,1.0,0.004699823
16756,-5.5581,5.64,0.1468,0.25,0.385740267,0.25,0.094,0.034,0.0,1.0,0.004854237
16757,-5.713,4.61,0.146,0.2659933,0.760031454,0.5,0.175,0.071,0.0,1.0,0.004650073
16758,-5.8972,3.75,0.1457,0.2666667,0.723832665,0.5,0.203,0.063,0.0,1.0,0.004892246
16759,-5.8416,4.58,0.146,0.2666667,0.823693141,0.5,0.317,0.06,0.0,1.0,0.005105593
16760,-5.9117,7.97,0.1455,0.2857143,1.014590462,0.75,0.196,0.021,0.0,1.0,0.005039778
16761,-5.2685,5.06,0.1461,0.25,0.449073933,0.227848101,0.072,0.041,0.013,1.0,0.004888593
16762,-5.8645,7.19,0.1455,0.2857143,1.036258509,0.746835443,0.154,0.021,0.0,1.0,0.005011156
16763,-5.4515,5.16,0.1469,0.2444444,0.584880637,0.246753247,0.092,0.038,0.016,1.0,0.004500263
16764,-5.8965,5.38,0.1461,0.2666667,0.706234493,0.480519481,0.207,0.057,0.0,1.0,0.004877035
16765,-5.7939,6.54,0.1454,0.2666667,0.66709333,0.481012658,0.213,0.077,0.003,1.0,0.004754412
16766,-5.1632,4.02,0.1465,0.25,0.45935532,0.25,0.044,0.019,0.013,1.0,0.004344644
16767,-5.4452,4.06,0.1468,0.2492114,0.478799596,0.256410256,0.0,0.016,0.006,1.0,0.005284762
16768,-5.9024,6.17,0.1455,0.2666667,0.679945621,0.5,0.253,0.053,0.003,1.0,0.004867269
16769,-5.9877,7.36,0.1455,0.2857143,0.941939098,0.75,0.175,0.025,0.0,1.0,0.005033257
16770,-5.777,6.33,0.1462,0.2666667,0.761337917,0.5,0.173,0.04,0.0,1.0,0.004990714
16771,-5.8278,6.15,0.1462,0.2666667,0.717662865,0.481012658,0.23,0.037,0.0,1.0,0.00449403
16772,-5.4973,5.19,0.1457,0.2492114,0.530712917,0.265822785,0.057,0.032,0.006,1.0,0.004548826
16773,-5.9475,5.11,0.1454,0.2805755,1.051272436,0.743589744,0.158,0.029,0.0,1.0,0.004868313
16774,-5.7737,4.39,0.1462,0.2666667,0.711840928,0.487179487,0.3,0.083,0.0,1.0,0.004903062
16775,-5.8775,5.83,0.1459,0.2666667,0.808473324,0.493670886,0.227,0.067,0.0,1.0,0.005014807
16776,-5.684,9.13,0.1455,0.2857143,0.990658727,0.75,0.046,0.014,0.0,1.0,0.004980857
16777,-5.6224,6.24,0.1463,0.2666667,0.795157595,0.5,0.333,0.06,0.0,1.0,0.004974803
16778,-5.4996,4.68,0.1463,0.25,0.372866393,0.25,0.069,0.037,0.006,1.0,0.004935999
16779,-5.892,10.33,0.1454,0.2857143,1.007256445,0.75,0.275,0.032,0.0,1.0,0.004912363
16780,-5.9252,6.72,0.1459,0.2666667,0.667548481,0.487179487,0.253,0.063,0.0,1.0,0.004508694
16781,-5.5144,5.73,0.146,0.2492114,0.479490273,0.265822785,0.107,0.025,0.0,1.0,0.004779111
16782,-5.7513,5.68,0.1459,0.2666667,0.671882575,0.5,0.277,0.057,0.003,1.0,0.004707874
16783,-5.2746,5.49,0.146,0.2651007,0.702044366,0.460526316,0.174,0.05,0.0,1.0,0.004877235
16784,-5.6432,4.31,0.1464,0.2492114,0.440827668,0.256410256,0.05,0.028,0.003,1.0,0.004406776
16785,-5.6333,5.2,0.1459,0.2484277,0.55476208,0.223684211,0.079,0.022,0.016,1.0,0.004741639
16786,-5.8946,7.83,0.1454,0.2857143,1.005241118,0.746835443,0.196,0.036,0.0,1.0,0.004777637
16787,-5.7783,6.8,0.1455,0.2857143,1.022622749,0.75,0.239,0.036,0.0,1.0,0.00509799
16788,-5.5205,4.44,0.1466,0.25,0.56984553,0.25,0.037,0.031,0.003,1.0,0.004727845
16789,-5.5575,4.79,0.1457,0.2666667,0.71789553,0.493670886,0.167,0.057,0.0,1.0,0.005017922
16790,-5.27,4.12,0.1466,0.2452229,0.503950753,0.25,0.096,0.057,0.032,1.0,0.004690602
16791,-5.5677,5.9,0.1456,0.2666667,0.636656846,0.493670886,0.273,0.063,0.0,1.0,0.004619476
16792,-5.793,8.05,0.1455,0.2857143,0.988384525,0.746835443,0.2,0.039,0.0,1.0,0.005055007
16793,-5.053,4.47,0.1468,0.25,0.466714545,0.240506329,0.078,0.028,0.009,1.0,0.004911766
16794,-5.7394,6.75,0.146,0.2666667,0.751814392,0.5,0.343,0.083,0.0,1.0,0.005057211
16795,-5.5458,4.3,0.1459,0.25,0.63706746,0.25,0.081,0.044,0.009,1.0,0.004771343
16796,-5.3356,4.95,0.1462,0.25,0.500114325,0.25,0.031,0.047,0.013,1.0,0.00487513
16797,-5.2277,4.86,0.1461,0.25,0.425420907,0.25,0.081,0.025,0.013,1.0,0.004925765
16798,-5.3833,5.89,0.1466,0.25,0.487287151,0.25,0.047,0.028,0.0,1.0,0.004869553
16799,-5.1127,4.12,0.1464,0.25,0.579410032,0.230769231,0.059,0.019,0.013,1.0,0.004497576
16800,-5.9057,4.04,0.1463,0.2666667,0.78005738,0.467532468,0.077,0.04,0.0,1.0,0.00477245
16801,-5.6321,5.79,0.1457,0.2666667,0.735889942,0.493670886,0.207,0.057,0.003,1.0,0.004476821
16802,-5.9339,6.99,0.1456,0.2857143,1.016548382,0.75,0.229,0.032,0.0,1.0,0.005032219
16803,-5.4868,5.5,0.1461,0.2468354,0.458323162,0.256410256,0.092,0.025,0.0,1.0,0.004545674
16804,-5.5315,5.43,0.1459,0.2626263,0.723695079,0.5,0.303,0.064,0.007,1.0,0.004559906
16805,-5.1347,3.6,0.146,0.2492114,0.637280443,0.265822785,0.114,0.038,0.022,1.0,0.004516981
16806,-5.9969,8.96,0.1455,0.2857143,0.993400055,0.75,0.129,0.021,0.0,1.0,0.005098505
16807,-5.7417,4.5,0.146,0.2468354,0.482234958,0.236842105,0.025,0.022,0.003,1.0,0.00430441
16808,-5.5508,4.91,0.1468,0.2460568,0.464746346,0.213333333,0.047,0.028,0.025,1.0,0.004470349
16809,-5.4462,4.64,0.1467,0.25,0.493664737,0.240506329,0.047,0.028,0.019,1.0,0.004690812
16810,-5.4545,6.12,0.1465,0.25,0.429432607,0.25,0.034,0.025,0.006,1.0,0.005113563
16811,-5.9033,5.21,0.1454,0.2857143,1.009716186,0.75,0.154,0.029,0.0,1.0,0.005088351
16812,-5.4836,5.74,0.1461,0.2492114,0.542438141,0.265822785,0.041,0.035,0.009,1.0,0.004531175
16813,-5.7877,5.81,0.1457,0.2666667,0.867760584,0.493670886,0.25,0.063,0.0,1.0,0.00481775
16814,-5.9537,3.87,0.1459,0.2666667,0.843390298,0.487179487,0.137,0.047,0.0,1.0,0.00513984
16815,-5.5761,5.32,0.1463,0.25,0.4768,0.25,0.047,0.044,0.016,1.0,0.004894571
16816,-5.5647,4.08,0.1464,0.25,0.470488884,0.230769231,0.069,0.031,0.013,1.0,0.004678041
16817,-5.5419,4.66,0.1461,0.25,0.503936009,0.25,0.075,0.031,0.009,1.0,0.004470788
16818,-5.7988,6.53,0.1462,0.2666667,0.758033909,0.481012658,0.127,0.047,0.0,1.0,0.004952605
16819,-5.0676,5.43,0.1462,0.25,0.574405977,0.240506329,0.028,0.019,0.006,1.0,0.004920317
16820,-5.7104,4.12,0.1461,0.25,0.342710392,0.25,0.041,0.022,0.009,1.0,0.004339038
16821,-5.5332,5.55,0.1462,0.2666667,0.755834663,0.493670886,0.23,0.057,0.0,1.0,0.004642247
16822,-5.9468,4.84,0.146,0.2666667,0.734495193,0.493670886,0.21,0.063,0.0,1.0,0.004831867
16823,-5.2836,5.54,0.1467,0.25,0.502899386,0.25,0.05,0.031,0.0,1.0,0.004508415
16824,-5.8432,5.62,0.1455,0.2815884,0.998092991,0.756410256,0.26,0.036,0.0,1.0,0.005091214
16825,-5.6872,5.31,0.1465,0.2651007,0.682215887,0.506329114,0.221,0.064,0.0,1.0,0.004911941
16826,-5.462,5.27,0.1471,0.25,0.513009408,0.240506329,0.078,0.022,0.0,1.0,0.004805869
16827,-5.8207,5.8,0.146,0.2666667,0.652758016,0.493670886,0.26,0.057,0.0,1.0,0.004607723
16828,-5.3171,5.15,0.1464,0.25,0.555266727,0.230769231,0.062,0.019,0.0,1.0,0.004838852
16829,-5.4696,5.06,0.1466,0.25,0.477118176,0.230769231,0.066,0.022,0.028,1.0,0.004966804
16830,-5.3583,4.89,0.1466,0.25,0.453666106,0.220779221,0.056,0.031,0.016,1.0,0.005192904
16831,-5.5969,5.02,0.146,0.2666667,0.762437017,0.487179487,0.213,0.053,0.0,1.0,0.005023232
16832,-5.864,5.28,0.1458,0.2484277,0.482773337,0.230769231,0.044,0.019,0.013,1.0,0.004716351
16833,-5.5582,5.77,0.1461,0.25,0.687988393,0.240506329,0.072,0.034,0.013,1.0,0.004407511
16834,-5.7676,5.37,0.1461,0.25,0.480591842,0.220779221,0.028,0.006,0.009,1.0,0.004657973
16835,-5.4624,6.98,0.1465,0.2666667,0.718087126,0.5,0.357,0.08,0.0,1.0,0.00461277
16836,-5.8551,5.5,0.1457,0.2666667,0.773950019,0.5,0.233,0.05,0.01,1.0,0.005006798
16837,-5.6906,5.25,0.1456,0.2666667,0.640148156,0.5,0.087,0.033,0.0,1.0,0.004654662
16838,-5.8269,5.75,0.146,0.2666667,0.771904981,0.5,0.19,0.037,0.0,1.0,0.004736986
16839,-5.8964,9.11,0.1456,0.2857143,0.980482343,0.746835443,0.211,0.025,0.0,1.0,0.004717427
16840,-5.3505,4.79,0.1459,0.25,0.511022012,0.25,0.013,0.025,0.019,1.0,0.00490392
16841,-5.5903,5.77,0.1459,0.2666667,0.740188139,0.493670886,0.2,0.063,0.0,1.0,0.005061374
16842,-5.3646,4.79,0.1462,0.25,0.425517198,0.240506329,0.059,0.031,0.013,1.0,0.004645058
16843,-5.366,4.14,0.146,0.25,0.559964968,0.240506329,0.053,0.022,0.009,1.0,0.004902627
16844,-5.9154,4.27,0.1461,0.2659933,0.711031026,0.512820513,0.253,0.061,0.007,1.0,0.005077785
16845,-5.574,6.37,0.1461,0.2626263,0.785342082,0.5,0.283,0.084,0.0,1.0,0.004772607
16846,-5.4405,4.97,0.1461,0.25,0.383651053,0.25,0.075,0.031,0.0,1.0,0.004410454
16847,-5.7406,6.09,0.146,0.2666667,0.676785255,0.5,0.303,0.063,0.0,1.0,0.004853581
16848,-5.5286,3.86,0.1467,0.2468354,0.501219906,0.256410256,0.047,0.028,0.003,1.0,0.004702671
16849,-5.8942,4.22,0.1465,0.25,0.538288838,0.230769231,0.084,0.025,0.013,1.0,0.004950597
16850,-5.0861,4.39,0.1467,0.2468354,0.442154803,0.256410256,0.028,0.028,0.009,1.0,0.004630038
16851,-5.7211,6.63,0.1458,0.2659933,0.811249206,0.5,0.259,0.071,0.0,1.0,0.004987961
16852,-5.5311,4.62,0.1466,0.25,0.494470355,0.25,0.106,0.022,0.003,1.0,0.004702572
16853,-5.4245,5.36,0.1462,0.2468354,0.612126252,0.246753247,0.06,0.025,0.025,1.0,0.004945446
16854,-5.6454,7.53,0.1454,0.2857143,0.983770869,0.75,0.136,0.029,0.0,1.0,0.005079307
16855,-5.3654,4.41,0.1467,0.2484076,0.467595893,0.282051282,0.073,0.032,0.01,1.0,0.004926097
16856,-5.8126,6.09,0.1459,0.2610169,0.829294663,0.493333333,0.207,0.078,0.0,1.0,0.004530861
16857,-5.6252,5.12,0.146,0.2635135,0.808001953,0.512820513,0.236,0.061,0.0,1.0,0.004828833
16858,-5.6633,5.34,0.1461,0.2666667,0.74666815,0.493670886,0.36,0.06,0.003,1.0,0.004549437
16859,-5.5598,4.92,0.1464,0.25,0.519816088,0.25,0.056,0.037,0.013,1.0,0.004874239
16860,-5.2523,4.2,0.1466,0.25,0.467154246,0.240506329,0.066,0.022,0.003,1.0,0.00509132
16861,-5.5903,5.85,0.1463,0.2492114,0.52546909,0.246753247,0.076,0.028,0.041,1.0,0.004882068
16862,-5.5849,4.94,0.1458,0.261745,0.671849289,0.473684211,0.114,0.034,0.003,1.0,0.004911881
16863,-5.7248,4.24,0.1458,0.2666667,0.677564268,0.474358974,0.207,0.073,0.0,1.0,0.005057488
16864,-5.9336,6.3,0.1455,0.2857143,0.949698576,0.75,0.15,0.025,0.0,1.0,0.005028728
16865,-5.5949,4.97,0.1465,0.25,0.564012022,0.25,0.047,0.025,0.009,1.0,0.004881443
16866,-5.4069,5.65,0.1466,0.25,0.4896388,0.25,0.091,0.034,0.003,1.0,0.004655705
16867,-5.9505,5.73,0.146,0.2666667,0.743404467,0.5,0.217,0.06,0.0,1.0,0.004881541
16868,-5.6289,4.45,0.1456,0.2857143,1.042951986,0.75,0.296,0.046,0.0,1.0,0.005027015
16869,-5.8494,4.23,0.1459,0.2666667,0.823699475,0.474358974,0.193,0.06,0.0,1.0,0.004892764
16870,-5.6144,5.52,0.1461,0.2484277,0.618994843,0.243589744,0.116,0.031,0.016,1.0,0.004611068
16871,-5.53,4.86,0.1464,0.2666667,0.679053561,0.481012658,0.303,0.077,0.0,1.0,0.005244911
16872,-5.9067,5.95,0.1458,0.2666667,0.798004759,0.480519481,0.203,0.063,0.0,1.0,0.004984814
16873,-5.6964,5.99,0.1457,0.2666667,0.694307534,0.493670886,0.173,0.063,0.0,1.0,0.005094729
16874,-5.4455,4.85,0.1469,0.25,0.510938088,0.230769231,0.031,0.019,0.013,1.0,0.004726217
16875,-5.9138,7.31,0.1455,0.2857143,0.986376436,0.75,0.296,0.036,0.0,1.0,0.005175066
16876,-5.5072,4.42,0.1462,0.2444444,0.50601141,0.226666667,0.041,0.032,0.019,1.0,0.004726357
16877,-5.5542,5.33,0.146,0.2468354,0.670875483,0.236842105,0.054,0.016,0.013,1.0,0.004598365
16878,-5.7415,5.57,0.1462,0.2666667,0.644149518,0.474358974,0.227,0.053,0.003,1.0,0.004828812
16879,-5.7901,4.82,0.1457,0.2666667,0.731297775,0.5,0.25,0.07,0.0,1.0,0.005076276
16880,-5.3987,5.11,0.1469,0.25,0.461402354,0.25,0.103,0.034,0.0,1.0,0.004765591
16881,-5.3241,5.22,0.1462,0.25,0.508534034,0.227848101,0.047,0.016,0.006,1.0,0.004811397
16882,-5.8963,7.32,0.1455,0.2857143,1.036713379,0.746835443,0.214,0.032,0.0,1.0,0.00485393
16883,-5.6626,5.73,0.1456,0.2666667,0.771386949,0.493670886,0.19,0.043,0.0,1.0,0.004860052
16884,-5.2788,4.81,0.1462,0.25,0.573939544,0.25,0.062,0.016,0.025,1.0,0.004654087
16885,-5.733,5.23,0.1458,0.2626263,0.697072175,0.493506494,0.222,0.054,0.0,1.0,0.004486169
16886,-5.3527,4.84,0.1456,0.25,0.44240511,0.25,0.106,0.034,0.013,1.0,0.004948246
16887,-5.9106,6.03,0.1458,0.2666667,0.747446734,0.467532468,0.15,0.017,0.007,1.0,0.0046183
16888,-5.7808,5.38,0.1458,0.2666667,0.830416968,0.5,0.24,0.08,0.0,1.0,0.004732195
16889,-5.5533,6.07,0.146,0.2635135,0.759805047,0.512820513,0.199,0.068,0.0,1.0,0.004888606
16890,-5.9836,4.59,0.1468,0.2492114,0.392584079,0.236842105,0.054,0.041,0.022,1.0,0.004663768
16891,-5.808,4.86,0.1461,0.25,0.496400786,0.25,0.106,0.037,0.006,1.0,0.0045394
16892,-5.6872,4.55,0.1459,0.2452229,0.666215133,0.25974026,0.067,0.035,0.013,1.0,0.004693882
16893,-5.7713,5.15,0.1459,0.2666667,0.739920282,0.474358974,0.22,0.047,0.007,1.0,0.004829645
16894,-5.9766,4.12,0.1457,0.2666667,0.868062741,0.5,0.207,0.053,0.0,1.0,0.004983995
16895,-5.307,4.95,0.1462,0.2666667,0.764491077,0.5,0.137,0.05,0.0,1.0,0.004988282
16896,-5.1214,4.29,0.1468,0.25,0.543422882,0.240506329,0.091,0.034,0.013,1.0,0.004633893
16897,-5.778,4.59,0.1456,0.2666667,0.734457911,0.5,0.287,0.083,0.003,1.0,0.004926658
16898,-5.615,4.89,0.1461,0.2666667,0.76648421,0.493670886,0.24,0.057,0.0,1.0,0.00491439
16899,-5.3663,5.92,0.1462,0.25,0.471005326,0.240506329,0.056,0.028,0.022,1.0,0.004564893
16900,-5.9726,6.32,0.1454,0.2857143,0.982328711,0.75,0.168,0.029,0.0,1.0,0.005076498
16901,-5.6878,5.0,0.1461,0.25,0.443112907,0.240506329,0.019,0.025,0.028,1.0,0.005225329
16902,-5.5906,5.91,0.1458,0.2666667,0.725987881,0.5,0.237,0.043,0.0,1.0,0.005278295
16903,-5.8565,7.09,0.1455,0.2857143,1.03071354,0.75,0.15,0.025,0.0,1.0,0.004848186
16904,-5.5033,6.23,0.1462,0.2666667,0.75068587,0.5,0.257,0.063,0.007,1.0,0.005399748
16905,-5.5472,5.1,0.1465,0.25,0.494213139,0.25,0.081,0.034,0.003,1.0,0.004619282
16906,-5.4173,4.8,0.1463,0.25,0.50244019,0.25,0.081,0.037,0.006,1.0,0.004430706
16907,-5.5765,4.02,0.1463,0.25,0.508826722,0.25,0.062,0.034,0.028,1.0,0.004870783
16908,-5.2232,4.79,0.1467,0.25,0.441778623,0.240506329,0.081,0.028,0.009,1.0,0.005192067
16909,-5.7699,5.58,0.1457,0.2666667,0.851556638,0.5,0.213,0.067,0.0,1.0,0.004893805
16910,-5.4031,4.26,0.1459,0.2666667,0.75299789,0.467532468,0.133,0.033,0.003,1.0,0.004858065
16911,-5.8633,6.62,0.1458,0.2666667,0.777808376,0.5,0.22,0.04,0.0,1.0,0.004940462
16912,-5.9566,4.45,0.1455,0.2666667,0.613494579,0.480519481,0.203,0.053,0.0,1.0,0.004784878
16913,-5.2758,5.11,0.1462,0.2492114,0.526008544,0.265822785,0.076,0.038,0.003,1.0,0.004495933
16914,-5.3432,6.09,0.146,0.2666667,0.688701654,0.493670886,0.167,0.047,0.0,1.0,0.004889089
16915,-5.1575,4.58,0.1455,0.25,0.723883648,0.217948718,0.031,0.019,0.009,1.0,0.00487049
16916,-5.8503,4.53,0.1457,0.2666667,0.745340976,0.493670886,0.237,0.05,0.0,1.0,0.004925077
16917,-5.824,4.44,0.146,0.2651007,0.691151913,0.5,0.245,0.06,0.0,1.0,0.004715171
16918,-5.5569,5.97,0.1467,0.25,0.511480918,0.230769231,0.062,0.056,0.0,1.0,0.004709763
16919,-5.6408,4.83,0.1467,0.25,0.462743205,0.25,0.031,0.025,0.006,1.0,0.004500929
16920,-5.3006,5.27,0.1465,0.25,0.467651661,0.227848101,0.05,0.037,0.006,1.0,0.004671477
16921,-5.774,6.38,0.1457,0.2666667,0.749564203,0.493670886,0.29,0.053,0.0,1.0,0.004950735
16922,-5.3271,4.39,0.1461,0.25,0.629603411,0.240506329,0.041,0.025,0.003,1.0,0.004639152
16923,-5.4545,5.13,0.1464,0.25,0.428380878,0.240506329,0.037,0.025,0.016,1.0,0.004445981
16924,-5.9444,4.23,0.1454,0.2857143,1.019975579,0.746835443,0.186,0.018,0.0,1.0,0.004791715
16925,-5.9135,5.6,0.1459,0.2659933,0.733135996,0.480519481,0.152,0.054,0.0,1.0,0.005049638
16926,-5.2179,3.79,0.1459,0.25,0.563028086,0.240506329,0.075,0.025,0.003,1.0,0.004364795
16927,-5.4885,5.65,0.146,0.2468354,0.546412864,0.256410256,0.063,0.019,0.025,1.0,0.004682596
16928,-5.8663,5.18,0.1456,0.2666667,0.677750782,0.5,0.223,0.067,0.0,1.0,0.004801319
16929,-5.535,5.54,0.1464,0.25,0.361649425,0.220779221,0.041,0.028,0.003,1.0,0.004731344
16930,-5.8895,5.45,0.1458,0.2666667,0.723640183,0.5,0.18,0.053,0.007,1.0,0.00530069
16931,-5.6579,5.54,0.1459,0.2626263,0.645366955,0.5,0.286,0.051,0.0,1.0,0.004514561
16932,-5.4158,5.05,0.1457,0.2460568,0.451283059,0.243589744,0.06,0.019,0.013,1.0,0.004483266
16933,-5.6818,5.55,0.1459,0.261745,0.679107925,0.473684211,0.221,0.047,0.01,1.0,0.004659738
16934,-5.5759,4.7,0.1464,0.25,0.590783739,0.25,0.047,0.013,0.003,1.0,0.004932509
16935,-5.6421,5.66,0.146,0.2666667,0.666214137,0.493670886,0.187,0.063,0.0,1.0,0.004616538
16936,-5.2876,5.5,0.1469,0.25,0.48565901,0.25,0.028,0.025,0.006,1.0,0.004461526
16937,-5.8511,4.51,0.1453,0.2857143,1.047207287,0.75,0.068,0.007,0.0,1.0,0.005067179
16938,-5.7345,7.08,0.1453,0.2626263,0.794726843,0.473684211,0.138,0.057,0.0,1.0,0.004517089
16939,-5.4864,4.25,0.1459,0.2635135,0.716881861,0.5,0.186,0.044,0.007,1.0,0.00472541
16940,-5.8228,4.9,0.1456,0.2666667,0.784021206,0.481012658,0.203,0.04,0.003,1.0,0.004823529
16941,-5.2998,5.39,0.1463,0.25,0.57027729,0.240506329,0.106,0.037,0.003,1.0,0.00462139
16942,-5.3032,4.36,0.1467,0.25,0.477295875,0.230769231,0.053,0.031,0.003,1.0,0.004744935
16943,-5.5356,5.5,0.1468,0.2484277,0.45581253,0.210526316,0.013,0.019,0.019,1.0,0.004661344
16944,-5.267,5.0,0.1462,0.25,0.57496796,0.240506329,0.037,0.041,0.016,1.0,0.004920439
16945,-5.3733,4.36,0.1464,0.25,0.564077959,0.240506329,0.084,0.025,0.009,1.0,0.004884392
16946,-5.9223,5.38,0.1459,0.2626263,0.749720424,0.493506494,0.269,0.054,0.013,1.0,0.004584579
16947,-5.8733,5.24,0.1459,0.2666667,0.775846017,0.467532468,0.15,0.047,0.0,1.0,0.005067028
16948,-5.3156,4.38,0.1469,0.2468354,0.552487022,0.246753247,0.092,0.032,0.006,1.0,0.004612257
16949,-5.4171,4.52,0.1465,0.25,0.633325099,0.227848101,0.072,0.037,0.016,1.0,0.004927349
16950,-5.9225,7.1,0.1454,0.2815884,0.97733534,0.753246753,0.184,0.025,0.0,1.0,0.004948202
16951,-5.7826,6.48,0.1456,0.2857143,0.967021536,0.746835443,0.275,0.046,0.0,1.0,0.004834995
16952,-5.8675,5.2,0.1456,0.2851986,1.037125521,0.772151899,0.296,0.047,0.0,1.0,0.005092503
16953,-5.9662,6.13,0.1455,0.2857143,0.949711307,0.75,0.221,0.029,0.0,1.0,0.00512059
16954,-5.8113,5.04,0.1461,0.25,0.457421155,0.240506329,0.056,0.016,0.006,1.0,0.004693426
16955,-5.635,4.71,0.1469,0.2460064,0.413321346,0.263157895,0.093,0.035,0.0,1.0,0.004593154
16956,-5.7618,7.99,0.1455,0.2857143,0.975498513,0.75,0.225,0.025,0.0,1.0,0.004933197
16957,-5.6715,5.4,0.1466,0.2492114,0.446181648,0.265822785,0.035,0.025,0.006,1.0,0.004519596
16958,-5.6971,5.33,0.146,0.2659933,0.796406191,0.518987342,0.279,0.071,0.0,1.0,0.004601772
